,District,CategoryOfGramPanchyat,manual,new_subdistrict,NameOfGramPanchyat.x,NameOfGramPanchyat.y,Subdistrict_Name_LGD,District_Name_LGD,dist,quality_auto,quality_manu
7444,udaipur,General (Woman),good,vallabhnagar,kikwas,keekawas,vallabhnagar,udaipur,0.247222222,bad,good
7442,udaipur,ST (Woman),good,jhadol,dmana ( mugwas),damana magwas,jhadol,udaipur,0.246231546,bad,good
7410,udaipur,ST (Woman),good,lasadiya,mainpuriya ka guda,manpurion ka guda,lasadiya,udaipur,0.239215686,bad,good
7372,udaipur,ST (Woman),good,jhallara,virwakala,veerva kallan,jhallara,udaipur,0.227920228,bad,good
7359,udaipur,ST,good,sarada,udaypuriya jagir,udpuriya jageer,sarada,udaipur,0.22232906,bad,good
7360,udaipur,ST,good,lasadiya,shobhaji ka guda,shobji ka gurha,lasadiya,udaipur,0.22232906,bad,good
7331,udaipur,ST (Woman),bad,kotra,tilarawa,teelarwa,kotra,udaipur,0.222222222,bad,good
7303,udaipur,ST,bad,rishabhdeo,nla pipla,nalapeepla,rishabhdeo,udaipur,0.221693122,bad,good
7293,udaipur,ST (Woman),good,kurabad,bichhadi,beechdi,kurabad,udaipur,0.220238095,bad,good
10784,udaipur,ST,good,baran,thikali,intali,mavli,udaipur,0.217460317,bad,good
10793,udaipur,SC,good,baran,thur,thoor,badgaon,udaipur,0.216666667,bad,good
7208,udaipur,ST,good,gogunda,kachhaba,kaachva,gogunda,udaipur,0.214285714,bad,good
7120,udaipur,ST,bad,kotra,dhadhamta,dhedhamta,kotra,udaipur,0.199074074,bad,good
7058,udaipur,ST (Woman),good,jhallara,sarvadi,sarwani,jhallara,udaipur,0.19047619,bad,good
7059,udaipur,ST (Woman),good,girwa,khajuri,khjoori,girwa,udaipur,0.19047619,bad,good
7027,udaipur,ST (Woman),good,nayagaon,phada,pahada,nayagaon,udaipur,0.188888889,bad,good
7024,udaipur,ST (Woman),good,bhindar,amarpura (ja),amarpura khalsa,bhindar,udaipur,0.188034188,bad,good
6994,udaipur,ST,good,lasadiya,dhikiya,dheekiya,lasadiya,udaipur,0.186507937,bad,good
6951,udaipur,ST,good,girwa,devali,devali gramin,girwa,udaipur,0.179487179,bad,good
6949,udaipur,ST,good,nayagaon,nyagaown,nayagaon,nayagaon,udaipur,0.178571429,bad,good
6873,udaipur,ST,good,girwa,matun,matoon,girwa,udaipur,0.177777778,bad,good
6874,udaipur,ST (Woman),bad,kotra,kotada,kotra,kotra,udaipur,0.177777778,bad,good
6875,udaipur,ST,bad,kotra,pipla,peepla,kotra,udaipur,0.177777778,bad,good
6876,udaipur,ST (Woman),bad,kotra,sulaav,sulao,kotra,udaipur,0.177777778,bad,good
6877,udaipur,ST,good,jhadol,keetavaton ka baas,kitawato ka was,jhadol,udaipur,0.177777778,bad,good
6878,udaipur,General (Woman),good,bhindar,bagar,baggad,bhindar,udaipur,0.177777778,bad,good
6879,udaipur,General,good,bhindar,warni,vaarni,bhindar,udaipur,0.177777778,bad,good
10842,udaipur,ST,good,semari,udatfalan,udat phala,rishabhdeo,udaipur,0.174074074,bad,good
6794,udaipur,ST,good,semari,surkhan ka khera,surkhand kheda,semari,udaipur,0.172619048,bad,good
6790,udaipur,ST,good,jhallara,devla kala,devala kalan,jhallara,udaipur,0.172222222,bad,good
6786,udaipur,ST,bad,kotra,mandelwaal,mandwal,kotra,udaipur,0.171428571,bad,good
6770,udaipur,ST (Woman),good,jhallara,dholagar khera,dholagiri ka kheda,jhallara,udaipur,0.167684168,bad,good
6728,udaipur,OBC,good,vallabhnagar,mazavada,majawada,vallabhnagar,udaipur,0.166666667,bad,good
6768,udaipur,ST (Woman),good,kurabad,vasu,basu,kurabad,udaipur,0.166666667,bad,good
10888,udaipur,General (Woman),good,baran,vati,wati,badgaon,udaipur,0.166666667,bad,good
6696,udaipur,ST (Woman),good,gogunda,rao maadra,rav madra,gogunda,udaipur,0.166203704,bad,good
6688,udaipur,ST (Woman),good,sarada,pal sarada,paal sarada,sarada,udaipur,0.163636364,bad,good
6676,udaipur,ST,good,girwa,charavda,chanavada,girwa,udaipur,0.163359788,bad,good
6657,udaipur,ST,good,salumbar,mathedui,methudi,salumbar,udaipur,0.160714286,bad,good
6644,udaipur,ST,bad,kotra,chaampa ki naal,champa ki nal,kotra,udaipur,0.15982906,bad,good
10437,udaipur,General (Woman),bad,mahwa,sakariya kheri,sakriyakhedi,mavli,udaipur,0.15981241,bad,good
9420,udaipur,ST (Woman),bad,rajsamand,kewarakhurd,kevra khurd,sarada,udaipur,0.158249158,bad,good
6598,udaipur,ST,good,girwa,umrda,umarda,girwa,udaipur,0.155555556,bad,good
6560,udaipur,ST (Woman),good,kherwara,karchhakala,karcha,kherwara,udaipur,0.151515152,bad,good
6472,udaipur,ST (Woman),good,sarada,dingri,deengri,sarada,udaipur,0.150793651,bad,good
6473,udaipur,ST (Woman),good,lasadiya,dhavari,dhavdi,lasadiya,udaipur,0.150793651,bad,good
6474,udaipur,ST (Woman),bad,kotra,bakeria,bekriya,kotra,udaipur,0.150793651,bad,good
8368,udaipur,OBC (Woman),bad,mahwa,bhimal,bheemal,mavli,udaipur,0.150793651,bad,good
10152,udaipur,General (Woman),good,bhindar,panoond,panund,kanod,udaipur,0.150793651,bad,good
6403,udaipur,ST,good,gogunda,padelo ka chaura,pandlon ka chora,gogunda,udaipur,0.150641026,bad,good
10890,udaipur,ST,bad,mahwa,veer dholiya,virdholia,mavli,udaipur,0.148148148,bad,good
2736,udaipur,ST (Woman),good,kherwara,bavalvada,bavalwara,kherwara,udaipur,0.148148148,good,good
2977,udaipur,ST,good,jhadol,pipal,pipalbara,jhadol,udaipur,0.148148148,good,good
6383,udaipur,ST (Woman),good,kurabad,zinksmeletar,zinc-smelter,kurabad,udaipur,0.144444444,bad,good
3011,udaipur,ST,good,girwa,savina khera gramin,savina gramin,girwa,udaipur,0.143724696,good,good
2804,udaipur,ST,bad,kotra,gaupipla,gau peepla,kotra,udaipur,0.141666667,good,good
2731,udaipur,ST (Woman),good,kherwara,barothi brahman,birothi brahmanam,kherwara,udaipur,0.140569561,good,good
2756,udaipur,ST (Woman),good,jhadol,brahmno ka kherwara,brahmano ka kherwara,jhadol,udaipur,0.139473684,good,good
2816,udaipur,ST (Woman),bad,kotra,gogurudh,gogrud,kotra,udaipur,0.138888889,good,good
2930,udaipur,ST (Woman),bad,kotra,mandhava,mandva,kotra,udaipur,0.138888889,good,good
2949,udaipur,ST,good,bhindar,nagliya,nagaliya,bhindar,udaipur,0.136904762,good,good
6366,udaipur,ST,good,salumbar,bamaniya,bamniya,salumbar,udaipur,0.136904762,bad,good
8481,udaipur,ST,bad,sahara,brahmano ka kalvana,brahmanon ka kalwana,gogunda,udaipur,0.134210526,bad,good
8618,udaipur,ST,good,nayagaon,dairy,daiya,jhadol,udaipur,0.133333333,bad,good
9199,udaipur,ST,bad,rajsamand,javad,jawad,mavli,udaipur,0.133333333,bad,good
9989,udaipur,ST,bad,mahwa,nauwa,nauva,mavli,udaipur,0.133333333,bad,good
10017,udaipur,ST (Woman),bad,pali,newaj,nevaj,jhadol,udaipur,0.133333333,bad,good
10384,udaipur,ST,bad,sahara,roida,royda,gogunda,udaipur,0.133333333,bad,good
10820,udaipur,ST,good,semari,tokar,toker,rishabhdeo,udaipur,0.133333333,bad,good
10882,udaipur,General,good,baran,varda,barda,badgaon,udaipur,0.133333333,bad,good
10904,udaipur,ST,bad,sahara,zemli,jemli,gogunda,udaipur,0.133333333,bad,good
2698,udaipur,ST (Woman),good,lasadiya,aggar,aggad,lasadiya,udaipur,0.133333333,good,good
2785,udaipur,ST (Woman),good,jhadol,devas,dewas,jhadol,udaipur,0.133333333,good,good
2789,udaipur,ST (Woman),good,lasadiya,dhai kheda,dhai-khera,lasadiya,udaipur,0.133333333,good,good
2811,udaipur,ST (Woman),bad,rishabhdeo,ghori,ghodi,rishabhdeo,udaipur,0.133333333,good,good
2872,udaipur,ST (Woman),good,sarada,kejar,kejad,sarada,udaipur,0.133333333,good,good
2934,udaipur,ST (Woman),good,jhadol,manus,manas,jhadol,udaipur,0.133333333,good,good
6346,udaipur,ST (Woman),good,lasadiya,bedas,beras,lasadiya,udaipur,0.133333333,bad,good
6347,udaipur,General,good,bhindar,sawna,savna,bhindar,udaipur,0.133333333,bad,good
10835,udaipur,OBC,bad,mahwa,tuslsidas ji ki saray,tulsidas ji ki saray,mavli,udaipur,0.132539683,bad,good
2705,udaipur,ST (Woman),good,lasadiya,anjani,aanjani,lasadiya,udaipur,0.130952381,good,good
2729,udaipur,General,good,bhindar,baroriya,barodia,bhindar,udaipur,0.130952381,good,good
2742,udaipur,ST (Woman),bad,kotra,bhakhel,bakhel,kotra,udaipur,0.130952381,good,good
2795,udaipur,ST,good,kherwara,dhikwas,dheekwas,kherwara,udaipur,0.130952381,good,good
2830,udaipur,ST (Woman),good,salumbar,isharwas,isarvas,salumbar,udaipur,0.130952381,good,good
2892,udaipur,ST,bad,rishabhdeo,kikawat,keekawat,rishabhdeo,udaipur,0.130952381,good,good
2899,udaipur,ST,bad,kotra,kukawas,kookawas,kotra,udaipur,0.130952381,good,good
6324,udaipur,ST (Woman),bad,kotra,dadmiya,dharmiya,kotra,udaipur,0.130952381,bad,good
6338,udaipur,ST,good,kurabad,parmda,paramda,kurabad,udaipur,0.130952381,bad,good
8402,udaipur,General,good,baran,bhutala,bhootala,badgaon,udaipur,0.130952381,bad,good
10204,udaipur,ST,bad,rajsamand,piladar,peeladar,sarada,udaipur,0.130952381,bad,good
2773,udaipur,ST (Woman),good,gogunda,chorbaavari,chorbavdi,gogunda,udaipur,0.127946128,good,good
8750,udaipur,ST,bad,pali,dheya,dheekiya,lasadiya,udaipur,0.125,bad,good
10492,udaipur,General (Woman),good,bhindar,sarangpura (b),sarangpur bhi,kanod,udaipur,0.122710623,bad,good
10537,udaipur,ST,bad,sahara,sayara,sayra,gogunda,udaipur,0.122222222,bad,good
2713,udaipur,ST,good,kherwara,badla,badala,kherwara,udaipur,0.122222222,good,good
2740,udaipur,ST,good,kurabad,bemala,bemla,kurabad,udaipur,0.122222222,good,good
2854,udaipur,ST,good,jhallara,kalyankala,kalyana kala,jhallara,udaipur,0.122222222,good,good
2976,udaipur,ST (Woman),good,jhallara,payara,payra,jhallara,udaipur,0.122222222,good,good
6299,udaipur,ST (Woman),good,salumbar,saria,saradi,salumbar,udaipur,0.122222222,bad,good
6300,udaipur,ST,bad,kotra,kayari,kyari,kotra,udaipur,0.122222222,bad,good
6293,udaipur,ST (Woman),bad,rishabhdeo,pandiyawara,pandya wada,rishabhdeo,udaipur,0.121212121,bad,good
2771,udaipur,ST (Woman),good,girwa,chokdiya,chokadiya,girwa,udaipur,0.12037037,good,good
2805,udaipur,ST (Woman),good,salumbar,gavadapal,gavdapal,salumbar,udaipur,0.12037037,good,good
3039,udaipur,ST (Woman),bad,kotra,ukhaliyat,ukhliyat,kotra,udaipur,0.12037037,good,good
6287,udaipur,ST (Woman),good,lasadiya,dhamaniya,dhamniya,lasadiya,udaipur,0.12037037,bad,good
10605,udaipur,ST,good,semari,shyampura (sa),shyampura,rishabhdeo,udaipur,0.119047619,bad,good
2932,udaipur,ST,bad,rishabhdeo,mandvafala,mandva phala,rishabhdeo,udaipur,0.116666667,good,good
10188,udaipur,OBC (Woman),good,bhindar,peethal pura,pithalpura,kanod,udaipur,0.116666667,bad,good
2978,udaipur,ST (Woman),good,girwa,pipalwas,peepalwas,girwa,udaipur,0.115740741,good,good
2700,udaipur,OBC,good,bhindar,amarpura (kha),amarpura khalsa,bhindar,udaipur,0.114285714,good,good
10597,udaipur,General (Woman),good,baran,shobhgpura,shobhagpura,badgaon,udaipur,0.113636364,bad,good
9226,udaipur,General (Woman),bad,mahwa,jewana,jetana,jhallara,udaipur,0.111111111,bad,good
9717,udaipur,ST,bad,pali,madala,badala,kherwara,udaipur,0.111111111,bad,good
9748,udaipur,General,bad,mahwa,mahura,mahuda,mavli,udaipur,0.111111111,bad,good
10508,udaipur,ST (Woman),good,baran,sarrai,sarera,nayagaon,udaipur,0.111111111,bad,good
2725,udaipur,OBC (Woman),good,bhindar,bansra,bansda,bhindar,udaipur,0.111111111,good,good
2746,udaipur,ST (Woman),good,lasadiya,bharav,bharev,lasadiya,udaipur,0.111111111,good,good
2753,udaipur,ST (Woman),bad,rishabhdeo,bhudar,bhuder,rishabhdeo,udaipur,0.111111111,good,good
2787,udaipur,ST (Woman),good,girwa,dewari,debari,girwa,udaipur,0.111111111,good,good
2838,udaipur,ST,good,jhadol,jekada,kada,jhadol,udaipur,0.111111111,good,good
2888,udaipur,ST (Woman),good,sarada,khodi mahudi,khori mahuri,sarada,udaipur,0.111111111,good,good
2922,udaipur,ST (Woman),bad,kotra,mahari,mahadi,kotra,udaipur,0.111111111,good,good
2945,udaipur,ST (Woman),good,gogunda,morwal,morval,gogunda,udaipur,0.111111111,good,good
3001,udaipur,ST,good,jhallara,samoda,samora,jhallara,udaipur,0.111111111,good,good
3019,udaipur,ST,good,bhindar,sihard,sinhar,bhindar,udaipur,0.111111111,good,good
3023,udaipur,ST (Woman),good,kherwara,subari,suberi,kherwara,udaipur,0.111111111,good,good
3046,udaipur,ST (Woman),good,kherwara,vagpur,bagpur,kherwara,udaipur,0.111111111,good,good
6264,udaipur,ST,bad,rishabhdeo,padari,paderi,rishabhdeo,udaipur,0.111111111,bad,good
10870,udaipur,ST,good,semari,upla phalla sadkadi,uplaphala-sadkari,sarada,udaipur,0.109391125,bad,good
2987,udaipur,ST (Woman),good,gogunda,raviliyakala,ravliya kalan,gogunda,udaipur,0.109362859,good,good
2788,udaipur,ST (Woman),good,jhadol,dhadwali,dhadhawali,jhadol,udaipur,0.108333333,good,good
9617,udaipur,ST (Woman),bad,sahara,kundalawas,kundlawas,gogunda,udaipur,0.107407407,bad,good
2951,udaipur,ST (Woman),good,sarada,nalalunkar,nal alkar,sarada,udaipur,0.103703704,good,good
2955,udaipur,ST,good,girwa,nayakheda,naya khera,girwa,udaipur,0.103703704,good,good
2961,udaipur,ST,good,gogunda,obrakalan,ovra kalan,gogunda,udaipur,0.103703704,good,good
2989,udaipur,ST (Woman),good,jhadol,richhavar,reechhavar,jhadol,udaipur,0.103703704,good,good
3021,udaipur,ST,good,kurabad,somakhera,soma kheda,kurabad,udaipur,0.103703704,good,good
8778,udaipur,SC,bad,mahwa,dhunimata,dhoonimata,mavli,udaipur,0.103703704,bad,good
8263,udaipur,General (Woman),good,baran,bedala,bedawal,lasadiya,udaipur,0.103174603,bad,good
10080,udaipur,ST (Woman),bad,rishabhdeo,paanva,panarva,jhadol,udaipur,0.103174603,bad,good
2704,udaipur,ST (Woman),good,jhallara,amload,aamloda,jhallara,udaipur,0.103174603,good,good
2801,udaipur,ST,bad,rishabhdeo,gadwan,gadawan,rishabhdeo,udaipur,0.103174603,good,good
2997,udaipur,ST (Woman),good,nayagaon,sakalal,saklal,nayagaon,udaipur,0.103174603,good,good
3027,udaipur,ST (Woman),good,kherwara,sundra,sundara,kherwara,udaipur,0.103174603,good,good
2912,udaipur,ST,bad,kotra,luharacha,luharcha,kotra,udaipur,0.099537037,good,good
2964,udaipur,ST,good,gogunda,padavalikala,padawali kalan,gogunda,udaipur,0.099206349,good,good
2810,udaipur,ST,good,girwa,ghegro ki bhagal,khegro ki bhagal,girwa,udaipur,0.097222222,good,good
8127,udaipur,ST,bad,rajsamand,bagurva,bagpura,jhadol,udaipur,0.095238095,good,good
8219,udaipur,General,good,baran,bargaon,badgaon,bhindar,udaipur,0.095238095,good,good
8223,udaipur,OBC (Woman),bad,mahwa,bariyar,badiyar,mavli,udaipur,0.095238095,good,good
8242,udaipur,ST,bad,mahwa,basliya,banslia,mavli,udaipur,0.095238095,good,good
8405,udaipur,General,good,baran,bhuvana,bhuwana,badgaon,udaipur,0.095238095,good,good
8463,udaipur,ST,bad,sahara,bokhara,bokhada,gogunda,udaipur,0.095238095,good,good
8985,udaipur,ST,bad,mahwa,golwara,golwada,mavli,udaipur,0.095238095,good,good
9207,udaipur,ST (Woman),bad,mahwa,jawar,jawarda,salumbar,udaipur,0.095238095,good,good
10133,udaipur,ST (Woman),bad,pali,panarwa,panarva,jhadol,udaipur,0.095238095,good,good
2766,udaipur,ST (Woman),good,sarada,chavand,chawand,sarada,udaipur,0.095238095,good,good
2769,udaipur,ST (Woman),good,salumbar,chibora,chiboda,salumbar,udaipur,0.095238095,good,good
2786,udaipur,ST,good,jhallara,devgaon,deogaon,jhallara,udaipur,0.095238095,good,good
2806,udaipur,ST,good,jhadol,gejwavi,gejvi,jhadol,udaipur,0.095238095,good,good
2819,udaipur,ST (Woman),good,girwa,gorella,gourela,girwa,udaipur,0.095238095,good,good
2825,udaipur,ST (Woman),good,jhallara,hadmatiya kala,harmatya kalan,jhallara,udaipur,0.095238095,good,good
2853,udaipur,ST,good,girwa,kalivas,kaliwas,girwa,udaipur,0.095238095,good,good
2993,udaipur,General,good,vallabhnagar,rundeda,rundera,vallabhnagar,udaipur,0.095238095,good,good
2994,udaipur,ST (Woman),good,semari,sadkadi,sadkari,semari,udaipur,0.095238095,good,good
3029,udaipur,General,good,vallabhnagar,taravat,tarawat,vallabhnagar,udaipur,0.095238095,good,good
3042,udaipur,ST,bad,kotra,uplavas,uplawas,kotra,udaipur,0.095238095,good,good
7460,udaipur,ST,good,sarada,sagarda,sagatra,sarada,udaipur,0.095238095,good,good
7465,udaipur,ST (Woman),good,semari,mallara,mallada,semari,udaipur,0.095238095,good,good
7489,udaipur,ST,bad,kotra,nayavas,nayawas,kotra,udaipur,0.095238095,good,good
2777,udaipur,ST,good,girwa,dakankotara,dakan kotra,girwa,udaipur,0.093939394,good,good
2884,udaipur,ST,good,nayagaon,khedaghati,khera ghati,nayagaon,udaipur,0.093939394,good,good
2908,udaipur,ST,bad,kotra,lambahaldu,lambahaldoo,kotra,udaipur,0.093939394,good,good
2973,udaipur,ST,bad,kotra,patharpadi,pathar pari,kotra,udaipur,0.093939394,good,good
2975,udaipur,ST (Woman),bad,kotra,pavti kala,paoti kalan,kotra,udaipur,0.093939394,good,good
10193,udaipur,OBC (Woman),bad,mahwa,phali chara,phalichada,mavli,udaipur,0.093939394,good,good
10112,udaipur,ST (Woman),bad,sahara,palasama,palasma,gogunda,udaipur,0.089285714,good,good
2763,udaipur,ST (Woman),good,kurabad,chansada,chansda,kurabad,udaipur,0.089285714,good,good
2926,udaipur,ST,good,nayagaon,malifala,malifla,nayagaon,udaipur,0.089285714,good,good
2947,udaipur,General (Woman),good,vallabhnagar,nadanvel,nandvel,vallabhnagar,udaipur,0.089285714,good,good
2936,udaipur,ST (Woman),bad,rishabhdeo,masaron ki obari,masaro ki ovri,rishabhdeo,udaipur,0.086309524,good,good
2829,udaipur,ST,good,salumbar,intalikhera,intali kheda,salumbar,udaipur,0.085858586,good,good
2842,udaipur,ST (Woman),good,kurabad,jhamarkotda,jhamar kotra,kurabad,udaipur,0.085858586,good,good
2914,udaipur,ST,good,vallabhnagar,maal ki tus,maal ki toos,vallabhnagar,udaipur,0.085858586,good,good
8527,udaipur,General (Woman),bad,mahwa,changeri,changedi,mavli,udaipur,0.083333333,good,good
8964,udaipur,ST,good,semari,ghorasar,ghodasar,rishabhdeo,udaipur,0.083333333,good,good
10077,udaipur,ST,bad,rajsamand,ooda,oda,jhadol,udaipur,0.083333333,good,good
10626,udaipur,ST (Woman),bad,sahara,singhara,sinhar,bhindar,udaipur,0.083333333,good,good
2702,udaipur,ST,good,girwa,amerpura,amarpura,girwa,udaipur,0.083333333,good,good
2715,udaipur,ST (Woman),good,gogunda,bagdunga,bagdunda,gogunda,udaipur,0.083333333,good,good
2723,udaipur,ST (Woman),bad,kotra,bankavas,bankawas,kotra,udaipur,0.083333333,good,good
2751,udaipur,ST (Woman),bad,kotra,bhootwad,bhootwar,kotra,udaipur,0.083333333,good,good
2778,udaipur,ST (Woman),good,salumbar,dal,daal,salumbar,udaipur,0.083333333,good,good
2837,udaipur,ST,bad,kotra,jed,jhed,kotra,udaipur,0.083333333,good,good
2845,udaipur,ST (Woman),good,kherwara,jhuthari,jhunthri,kherwara,udaipur,0.083333333,good,good
2851,udaipur,ST (Woman),good,girwa,kalarwas,kaladwas,girwa,udaipur,0.083333333,good,good
2860,udaipur,ST (Woman),bad,rishabhdeo,kanuwara,kanuwada,rishabhdeo,udaipur,0.083333333,good,good
2863,udaipur,ST,good,salumbar,karavali,karawali,salumbar,udaipur,0.083333333,good,good
2887,udaipur,ST (Woman),good,kherwara,kherwada,kherwara,kherwara,udaipur,0.083333333,good,good
2896,udaipur,ST,bad,rishabhdeo,kojawara,kojawada,rishabhdeo,udaipur,0.083333333,good,good
2905,udaipur,ST (Woman),good,girwa,lakarwas,lakadwas,girwa,udaipur,0.083333333,good,good
2933,udaipur,ST (Woman),good,jhallara,manpur,manpur a,jhallara,udaipur,0.083333333,good,good
2946,udaipur,ST,good,gogunda,naal,nal,gogunda,udaipur,0.083333333,good,good
2962,udaipur,ST,good,salumbar,orwadiya,orwariya,salumbar,udaipur,0.083333333,good,good
7494,udaipur,ST,bad,kotra,vedaghar,bedaghar,kotra,udaipur,0.083333333,good,good
2734,udaipur,General,good,vallabhnagar,bathrda kala,bathera kalan,vallabhnagar,udaipur,0.079059829,good,good
2796,udaipur,ST,good,girwa,dhol ki ghati,dhol ki pati,girwa,udaipur,0.079059829,good,good
2988,udaipur,ST,good,gogunda,raviliyakhurd,ravliya khurd,gogunda,udaipur,0.079059829,good,good
