,District,CategoryOfGramPanchyat,manual,new_subdistrict,NameOfGramPanchyat.x,NameOfGramPanchyat.y,Subdistrict_Name_LGD,District_Name_LGD,dist,quality_auto,quality_manu
10517,ajmer,OBC (Woman),good,masuda,sathana,sathana,vijaynagar,ajmer,0,good,good
10065,ajmer,General (Woman),good,kishangarh,nwan,nand,pushkar,ajmer,0.166666667,bad,bad
10666,ajmer,General,bad,nagaur,srinagar,srinagar,nasirabad,ajmer,0,good,good
10676,ajmer,General,bad,nawa,suhawa,suhawa,beawar,ajmer,0,good,good
10695,ajmer,General (Woman),bad,nawa,surajpura,surajpura,beawar,ajmer,0,good,good
10706,ajmer,General (Woman),good,kishangarh,sursura,sursura,roopangarh,ajmer,0,good,good
9339,ajmer,General,bad,ajmer,kandail,kanai kalan,bhinay,ajmer,0.199134199,bad,bad
10737,ajmer,General,bad,sarwar,tantoti,tantoti,tantoli,ajmer,0,good,good
10742,ajmer,General,bad,nawa,taragarh,taragarh,beawar,ajmer,0,good,good
10752,ajmer,General (Woman),bad,nawa,tatgarh,tatgarh,tatgarh,ajmer,0,good,good
10773,ajmer,General,good,kishangarh,thal,thal,roopangarh,ajmer,0,good,good
10798,ajmer,General (Woman),bad,nagaur,tihari,tihari,nasirabad,ajmer,0,good,good
10802,ajmer,General,bad,nagaur,tilana,tilana,nasirabad,ajmer,0,good,good
10803,ajmer,OBC,bad,ajmer,tilora,tilora,pushkar,ajmer,0,good,good
10875,ajmer,General (Woman),bad,ajmer,utda,uttami,masuda,ajmer,0.25,bad,bad
9969,ajmer,SC,good,sawar,napakheda girwarpura,nadi,masuda,ajmer,0.266666667,bad,bad
7825,alwar,General (Woman),good,malakhera,lily,leeli,malakhera,alwar,0.366666667,bad,good
7728,alwar,ST (Woman),good,thanagazi,silibavdi,seeli baori,thanagazi,alwar,0.318181818,bad,good
7614,alwar,General,good,ramgarh,mubarikpur,mubarikpur,ramgarh,alwar,0.28452381,bad,good
7560,alwar,General,good,kathumar,khedlirail,kherli rel,kathumar,alwar,0.271428571,bad,good
7522,alwar,SC (Woman),good,malakhera,chaumu,chomu,malakhera,alwar,0.261111111,bad,good
7506,alwar,ST,good,ramgarh,manupur,moonpur,ramgarh,alwar,0.257142857,bad,good
7492,alwar,General,good,tijara,jojdiya,jojaka,tijara,alwar,0.253968254,bad,good
7428,alwar,General (Woman),good,neemrana,khundroth,khoondrot,neemrana,alwar,0.243386243,bad,good
7407,alwar,ST,good,rajgarh,firojpur,firozpur jageer,rajgarh,alwar,0.238888889,bad,good
7387,alwar,General (Woman),good,tijara,gehankar,gahankhar,tijara,alwar,0.23478836,bad,good
7388,alwar,SC,good,malakhera,kerwawal,kairwawal,malakhera,alwar,0.23478836,bad,good
7389,alwar,General (Woman),good,kathumar,mongolia,mangolaki,kathumar,alwar,0.23478836,bad,good
7383,alwar,OBC,good,neemrana,gugalkota,googal kota,neemrana,alwar,0.232112795,bad,good
7366,alwar,ST (Woman),good,kathumar,kheda kalyanpura,khera tarf kalyanpura,kathumar,alwar,0.22718254,bad,good
8975,alwar,SC,bad,ratangarh,godhda,gothra,lachhmangarh,alwar,0.222222222,bad,good
9820,alwar,General,good,govindgarh,maulia,moliya,lachhmangarh,alwar,0.222222222,bad,good
7337,alwar,SC,good,kotkasim,kanhedka,kanharka,kotkasim,alwar,0.222222222,bad,good
7341,alwar,General,good,kotkasim,taubas,teuwas,kotkasim,alwar,0.222222222,bad,good
7345,alwar,SC,good,ramgarh,bagadmeva,bagar meo,ramgarh,alwar,0.222222222,bad,good
8895,alwar,General,bad,mundwa,gaduvas,gadoowas,mandawar,alwar,0.220238095,bad,good
7288,alwar,General,good,behror,budhwal,boorhwal,behror,alwar,0.220238095,bad,good
8392,alwar,ST,bad,arain,bhugour,baghor,tijara,alwar,0.217460317,bad,good
7256,alwar,General,good,rajgarh,alali,alei,rajgarh,alwar,0.216666667,bad,good
7212,alwar,SC,good,neemrana,dumroli,doomroli,neemrana,alwar,0.214285714,bad,good
7186,alwar,OBC,good,kotkasim,belahedi,beelaheri,kotkasim,alwar,0.210978836,bad,good
7154,alwar,ST,good,neemrana,jounchakalan,jonaycha kalan,neemrana,alwar,0.205266955,bad,good
9233,alwar,General,bad,arain,jhaharkhera,jaharkheda,alwar,alwar,0.205050505,bad,good
7138,alwar,ST,good,thanagazi,guvada bhopala (b-hq change),guwada bhopala,thanagazi,alwar,0.202380952,bad,good
7116,alwar,General,good,neemrana,pratapsinghpura,partapur,neemrana,alwar,0.197222222,bad,good
10038,alwar,OBC (Woman),good,bansur,nimuchana,neemoochana,narayanpur,alwar,0.195286195,bad,good
7109,alwar,General,good,kishangarh bas,musakheda,moosa khera,kishangarh bas,alwar,0.195286195,bad,good
7102,alwar,OBC,good,bansur,bhupseda,bhoopsera,bansur,alwar,0.194444444,bad,good
10851,alwar,OBC,bad,mundwa,uladedi,ulaheri,mandawar,alwar,0.19047619,bad,good
7062,alwar,General (Woman),good,kishangarh bas,baghuda,baghora,kishangarh bas,alwar,0.19047619,bad,good
7063,alwar,General,good,ramgarh,alavada,alawara,ramgarh,alwar,0.19047619,bad,good
7019,alwar,OBC,good,behror,gurjarvas,gujarwas,behror,alwar,0.187169312,bad,good
6996,alwar,General (Woman),good,ramgarh,caseroli,kesroli,ramgarh,alwar,0.186507937,bad,good
7000,alwar,General (Woman),good,bansur,harsaura,harsora,bansur,alwar,0.186507937,bad,good
6897,alwar,SC (Woman),good,behror,barod,karoda,behror,alwar,0.177777778,bad,good
6898,alwar,ST,good,behror,gunti,untoli,behror,alwar,0.177777778,bad,good
6900,alwar,OBC (Woman),good,govindgarh,talada,talra,govindgarh,alwar,0.177777778,bad,good
6901,alwar,OBC,good,malakhera,badair,bader,malakhera,alwar,0.177777778,bad,good
6903,alwar,General (Woman),good,neemrana,dosod,dausod,neemrana,alwar,0.177777778,bad,good
6904,alwar,ST (Woman),good,thanagazi,maijod,mejod,thanagazi,alwar,0.177777778,bad,good
6905,alwar,General,good,kathumar,mesari,masari,kathumar,alwar,0.177777778,bad,good
6906,alwar,SC,good,kathumar,tikeri,teekri,kathumar,alwar,0.177777778,bad,good
6911,alwar,General (Woman),good,bansur,chula,choola,bansur,alwar,0.177777778,bad,good
6912,alwar,General,good,bansur,gunta,goonta,bansur,alwar,0.177777778,bad,good
6913,alwar,General,good,bansur,kohari,khohri,bansur,alwar,0.177777778,bad,good
6931,alwar,General (Woman),good,rajgarh,nimla,neemla,rajgarh,alwar,0.177777778,bad,good
8422,alwar,OBC,good,ramgarh,bijwa,beejwa,naugaon,alwar,0.177777778,bad,good
8786,alwar,General (Woman),bad,ratangarh,dinar,deenar,lachhmangarh,alwar,0.177777778,bad,good
9200,alwar,General,bad,ratangarh,javali,jawli,lachhmangarh,alwar,0.177777778,bad,good
10645,alwar,General (Woman),bad,mundwa,siyalikhurd,sihali khurd,mandawar,alwar,0.169191919,bad,good
6773,alwar,General (Woman),good,malakhera,mahuva khurd,mahwa khurd,malakhera,alwar,0.169191919,bad,good
9514,alwar,General (Woman),bad,ratangarh,khohramlalvali,khohrakarmali,naugaon,alwar,0.168165168,bad,good
6738,alwar,SC (Woman),good,kathumar,khoh,khonkhar,kathumar,alwar,0.166666667,bad,good
10124,alwar,General,bad,arain,palkhedi,palkhari,alwar,alwar,0.166666667,bad,good
6698,alwar,ST (Woman),good,kathumar,behrampur,bahrampura,kathumar,alwar,0.166203704,bad,good
6671,alwar,General (Woman),good,govindgarh,khedamahmud,khera mahmood,govindgarh,alwar,0.163170163,bad,good
8390,alwar,ST,bad,rani,bhuda,burheda,tapukara,alwar,0.161904762,bad,good
10619,alwar,SC,bad,mundwa,silgaon,seel gaon,mandawar,alwar,0.158730159,bad,good
6613,alwar,General (Woman),good,tijara,hingwaheda,heengwahera,tijara,alwar,0.157575758,bad,good
6614,alwar,SC,good,govindgarh,bhaisdavat,bhainsrawat,govindgarh,alwar,0.157575758,bad,good
6615,alwar,SC,good,thanagazi,bhudiyavas,bhoodiyawas,thanagazi,alwar,0.157575758,bad,good
6616,alwar,SC,good,thanagazi,bhuriyabas,bhooriyawas,thanagazi,alwar,0.157575758,bad,good
8423,alwar,OBC,bad,mundwa,bijwad chouhan,beejwad chauhan,mandawar,alwar,0.155952381,bad,good
9978,alwar,SC,bad,ratangarh,narnol khurd,narnaul khurd,lachhmangarh,alwar,0.154817405,bad,good
6496,alwar,SC (Woman),good,tijara,gualada,guwalda,tijara,alwar,0.150793651,bad,good
6497,alwar,OBC (Woman),good,behror,tasing,taseeng,behror,alwar,0.150793651,bad,good
6498,alwar,OBC,good,malakhera,nathala,naithla,malakhera,alwar,0.150793651,bad,good
6499,alwar,General,good,neemrana,ghilot,gheelot,neemrana,alwar,0.150793651,bad,good
6500,alwar,General,good,neemrana,kutina,kuteena,neemrana,alwar,0.150793651,bad,good
6502,alwar,OBC (Woman),good,kathumar,arurwa,arroowa,kathumar,alwar,0.150793651,bad,good
6503,alwar,General (Woman),good,kathumar,jahadu,jahadoo,kathumar,alwar,0.150793651,bad,good
6504,alwar,OBC (Woman),good,kathumar,nurpur,noorpur,kathumar,alwar,0.150793651,bad,good
6509,alwar,General,good,bansur,chhind,chheend,bansur,alwar,0.150793651,bad,good
6510,alwar,General (Woman),good,bansur,girudi,giroodi,bansur,alwar,0.150793651,bad,good
6511,alwar,ST (Woman),good,bansur,turana,toorana,bansur,alwar,0.150793651,bad,good
8094,alwar,ST,bad,mundwa,badhin,badheen,mandawar,alwar,0.150793651,bad,good
8565,alwar,General,good,ramgarh,chidawa,chidwai,govindgarh,alwar,0.150793651,bad,good
8668,alwar,SC (Woman),bad,arain,desula,desoola,alwar,alwar,0.150793651,bad,good
9262,alwar,OBC,good,kishangarh bas,jilota,jeelota,khairthal,alwar,0.150793651,bad,good
9554,alwar,General,good,kishangarh bas,kithur,kithoor,alwar,alwar,0.150793651,bad,good
10023,alwar,General (Woman),good,ramgarh,nikach,neekach,naugaon,alwar,0.150793651,bad,good
10762,alwar,General (Woman),bad,rani,tehtada,thekada,alwar,alwar,0.150793651,bad,good
1859,alwar,General,good,kishangarh bas,langadbas,langarwas,kishangarh bas,alwar,0.148148148,good,good
1913,alwar,SC,good,rajgarh,rajorgarh,rajor,rajgarh,alwar,0.148148148,good,good
6390,alwar,General (Woman),good,kishangarh bas,mehermpur,mahrampur,kishangarh bas,alwar,0.148148148,bad,good
1865,alwar,OBC,good,kathumar,mainthana,maithna,kathumar,alwar,0.145502646,good,good
6381,alwar,General (Woman),good,kishangarh bas,nurnagar,noor nagar,kishangarh bas,alwar,0.141666667,bad,good
6376,alwar,OBC (Woman),good,kotkasim,khanpurahir,khanpur aheeran,kotkasim,alwar,0.141414141,bad,good
1955,alwar,General (Woman),good,kathumar,tigriya,tigariya,kathumar,alwar,0.136904762,good,good
8496,alwar,OBC,good,tijara,burehada,burheda,tapukara,alwar,0.136904762,bad,good
10179,alwar,OBC (Woman),good,kotkasim,patliya,pataliya,harsauli,alwar,0.136904762,bad,good
8666,alwar,SC,bad,mundwa,derbarpur,darbarpur,mandawar,alwar,0.136574074,bad,good
1951,alwar,General (Woman),good,rajgarh,tehla,tahla,rajgarh,alwar,0.133333333,good,good
6348,alwar,OBC (Woman),good,bansur,kheda,khera,bansur,alwar,0.133333333,bad,good
1750,alwar,General (Woman),good,bansur,bawaria,babariya,bansur,alwar,0.130952381,good,good
1765,alwar,General,good,rajgarh,bighota,beeghota,rajgarh,alwar,0.130952381,good,good
1783,alwar,ST (Woman),good,rajgarh,dhamraid,dhamred,rajgarh,alwar,0.130952381,good,good
1799,alwar,General,good,kotkasim,ghikaka,gheekaka,kotkasim,alwar,0.130952381,good,good
1804,alwar,OBC,good,malakhera,haldina,haldeena,malakhera,alwar,0.130952381,good,good
1844,alwar,ST,good,malakhera,khedli pichanaut,kherli pichnot,malakhera,alwar,0.130952381,good,good
1881,alwar,General (Woman),good,bansur,mothuka,mothooka,bansur,alwar,0.130952381,good,good
1911,alwar,General,good,malakhera,punkhar,poonkhar,malakhera,alwar,0.130952381,good,good
1934,alwar,General (Woman),good,kathumar,samuchi,samoochi,kathumar,alwar,0.130952381,good,good
1937,alwar,General,good,tijara,serheta,sarhheta,tijara,alwar,0.130952381,good,good
1942,alwar,OBC (Woman),good,neemrana,silarpur,salarpur,neemrana,alwar,0.130952381,good,good
6330,alwar,General,good,ramgarh,sainthli,senthli,ramgarh,alwar,0.130952381,bad,good
6332,alwar,General,good,bansur,mehanpur,mahanpur,bansur,alwar,0.130952381,bad,good
8913,alwar,SC (Woman),bad,ratangarh,gandura,gandoora,lachhmangarh,alwar,0.130952381,bad,good
9024,alwar,General,good,malakhera,gundpur,goondpur,alwar,alwar,0.130952381,bad,good
9263,alwar,General (Woman),bad,mundwa,jindoli,jeendoli,mandawar,alwar,0.130952381,bad,good
9939,alwar,SC (Woman),good,tijara,nakhnaul,nakhnol,tapukara,alwar,0.130952381,bad,good
9964,alwar,OBC,bad,mundwa,nanglioza,nangli ojha,mandawar,alwar,0.127946128,bad,good
10173,alwar,General,good,kotkasim,patanahir,patan aheer,harsauli,alwar,0.127946128,bad,good
1723,alwar,General,good,thanagazi,aagar,ajabgarh,thanagazi,alwar,0.125,good,good
1755,alwar,General (Woman),good,behror,bhagwadi khurd,bhagwari khurd,behror,alwar,0.124542125,good,good
1790,alwar,SC,good,thanagazi,duharchougan,duhar chaugan,thanagazi,alwar,0.124514375,good,good
1900,alwar,General (Woman),good,thanagazi,pahadchhapli,padak chhapli,thanagazi,alwar,0.124514375,good,good
8217,alwar,General (Woman),bad,ratangarh,barela,berla,lachhmangarh,alwar,0.122222222,bad,good
1836,alwar,SC,good,neemrana,kayasa,kaysa,neemrana,alwar,0.122222222,good,good
6303,alwar,SC (Woman),good,neemrana,majara,majra,neemrana,alwar,0.122222222,bad,good
1785,alwar,OBC,good,behror,dhundharia,dhoondhariya,behror,alwar,0.116666667,good,good
1891,alwar,General (Woman),good,kathumar,nangalrupa,nangal roopa,kathumar,alwar,0.116666667,good,good
1923,alwar,General,good,kathumar,ronijathan,roneeja than,kathumar,alwar,0.116666667,good,good
9932,alwar,General (Woman),good,kathumar,naherkhora,nahar khohra,lachhmangarh,alwar,0.116666667,bad,good
1732,alwar,General,good,kathumar,badodakan,barodakan,kathumar,alwar,0.115740741,good,good
1764,alwar,General,good,neemrana,bichpuri,beechpuri,neemrana,alwar,0.115740741,good,good
1784,alwar,General,good,rajgarh,dhigawada,digawara,rajgarh,alwar,0.115740741,good,good
1805,alwar,SC (Woman),good,behror,hamidpur,hameedpur,behror,alwar,0.115740741,good,good
1806,alwar,General (Woman),good,tijara,hamiraka,hameeraka,tijara,alwar,0.115740741,good,good
1807,alwar,General (Woman),good,bansur,hamirpur,hameerpur,bansur,alwar,0.115740741,good,good
1834,alwar,General,good,kathumar,kathumar,kathoomar,kathumar,alwar,0.115740741,good,good
1835,alwar,General (Woman),good,neemrana,kathuwas,kathoowas,neemrana,alwar,0.115740741,good,good
1871,alwar,General (Woman),good,thanagazi,malutana,malootana,thanagazi,alwar,0.115740741,good,good
6280,alwar,General,good,tijara,bhindusi,bhindoosi,tijara,alwar,0.115740741,bad,good
6281,alwar,General,good,tijara,raikheda,rai khera,tijara,alwar,0.115740741,bad,good
8165,alwar,General (Woman),bad,mundwa,balluwas,balloowas,mandawar,alwar,0.115740741,bad,good
8596,alwar,General,good,tijara,chuhadpur,chandpur,mandawar,alwar,0.115740741,bad,good
10339,alwar,ST (Woman),bad,ratangarh,rasulpur,rasoolpur,lachhmangarh,alwar,0.115740741,bad,good
9513,alwar,OBC (Woman),good,ramgarh,khohadakarmali,khohrakarmali,naugaon,alwar,0.11492674,bad,good
8007,alwar,General (Woman),bad,mundwa,ajerka,ajarka,mandawar,alwar,0.111111111,bad,good
8078,alwar,ST,bad,rani,babeli,baberi,bansur,alwar,0.111111111,bad,good
8500,alwar,General (Woman),bad,ratangarh,butoli,untoli,behror,alwar,0.111111111,bad,good
8593,alwar,General,good,ramgarh,chouma,chauma,naugaon,alwar,0.111111111,bad,good
9248,alwar,General (Woman),good,kotkasim,jharka,jhadka,harsauli,alwar,0.111111111,bad,good
9376,alwar,General,good,kishangarh bas,karuli,karoli,alwar,alwar,0.111111111,bad,good
1729,alwar,General,good,bansur,babedi,baberi,bansur,alwar,0.111111111,good,good
1780,alwar,General,good,bansur,devsan,deosan,bansur,alwar,0.111111111,good,good
1786,alwar,OBC,good,kishangarh bas,dongda,dongra,kishangarh bas,alwar,0.111111111,good,good
1787,alwar,General (Woman),good,govindgarh,dongdi,dongri,govindgarh,alwar,0.111111111,good,good
1798,alwar,SC,good,rajgarh,ghevar,ghewar,rajgarh,alwar,0.111111111,good,good
1823,alwar,ST (Woman),good,thanagazi,jodhawas (r),jodhawas,thanagazi,alwar,0.111111111,good,good
1824,alwar,General (Woman),good,kotkasim,jodiya,joriya,kotkasim,alwar,0.111111111,good,good
1901,alwar,OBC,good,behror,pahadi,pahari,behror,alwar,0.111111111,good,good
1915,alwar,General (Woman),good,govindgarh,rambas,ramwas,govindgarh,alwar,0.111111111,good,good
1956,alwar,OBC (Woman),good,govindgarh,tilwad,tilvad,govindgarh,alwar,0.111111111,good,good
6268,alwar,General (Woman),good,tijara,gothda,gothra,tijara,alwar,0.111111111,bad,good
6269,alwar,OBC (Woman),good,behror,khoher,khohar,behror,alwar,0.111111111,bad,good
9380,alwar,SC,bad,arain,kasba dehra,kasba dahra,alwar,alwar,0.110606061,bad,good
9926,alwar,OBC,bad,arain,nagla raysis,nagla raisees,alwar,alwar,0.109362859,bad,good
9475,alwar,General (Woman),good,malakhera,khedli syed,kherli saiyed,alwar,alwar,0.107226107,bad,good
954,alwar,General,good,thanagazi,bamanwas chouhan,bamanwas chaugan,thanagazi,alwar,0.107142857,good,good
9895,alwar,OBC,bad,mundwa,mundanbadakalan,mundanwara kalan,mandawar,alwar,0.106944444,bad,good
1825,alwar,General,good,neemrana,jounayachakhurd,jonaycha khurd,neemrana,alwar,0.106715507,good,good
1820,alwar,General,good,behror,janpurbas,jainpurwas,behror,alwar,0.103703704,good,good
1843,alwar,SC (Woman),good,kathumar,khedameda,khera meda,kathumar,alwar,0.103703704,good,good
6244,alwar,SC (Woman),good,kishangarh bas,zhirindia,jhirindiya,kishangarh bas,alwar,0.103703704,bad,good
1759,alwar,General,good,rajgarh,bhejda,bhajeda,rajgarh,alwar,0.103174603,good,good
10344,alwar,General (Woman),good,bansur,ratanpura urf karana,ratanpura karana,narayanpur,alwar,0.097916667,good,good
8499,alwar,General,good,govindgarh,butiana,butyana,lachhmangarh,alwar,0.095238095,good,good
9159,alwar,General,bad,mundwa,jalawas,balawas,bansur,alwar,0.095238095,good,good
10307,alwar,General,bad,mundwa,rajwada,rajwara,mandawar,alwar,0.095238095,good,good
10771,alwar,SC,good,tijara,thada,thekada,alwar,alwar,0.095238095,good,good
1731,alwar,General (Woman),good,kotkasim,badhana,baghana,kotkasim,alwar,0.095238095,good,good
1753,alwar,General (Woman),good,malakhera,bhadkol,bharkol,malakhera,alwar,0.095238095,good,good
1761,alwar,General,good,kotkasim,bhonker,bhonkar,kotkasim,alwar,0.095238095,good,good
1808,alwar,General,good,bansur,holabas,holawas,bansur,alwar,0.095238095,good,good
1815,alwar,General (Woman),good,behror,jaguvas,jaguwas,behror,alwar,0.095238095,good,good
1829,alwar,OBC,good,malakhera,kalsada,kalsara,malakhera,alwar,0.095238095,good,good
1830,alwar,ST,good,kathumar,kalwadi,kalwari,kathumar,alwar,0.095238095,good,good
1894,alwar,General,good,govindgarh,nasvari,naswari,govindgarh,alwar,0.095238095,good,good
1931,alwar,ST,good,kathumar,salwadi,salwari,kathumar,alwar,0.095238095,good,good
1945,alwar,SC,good,kathumar,sonkher,sonkh,kathumar,alwar,0.095238095,good,good
1952,alwar,General (Woman),good,kishangarh bas,terwala,tarwala,kishangarh bas,alwar,0.095238095,good,good
7646,alwar,General,good,behror,shehpur,sherpur,behror,alwar,0.095238095,good,good
7713,alwar,General,good,bansur,hazipur,hajipur,bansur,alwar,0.095238095,good,good
1760,alwar,ST,good,thanagazi,bhikampura,bheekampura,thanagazi,alwar,0.093939394,good,good
1769,alwar,General,good,kotkasim,budhibawal,burhi bawal,kotkasim,alwar,0.093939394,good,good
1863,alwar,General,good,behror,maharajavas,maharajwas,behror,alwar,0.093939394,good,good
1866,alwar,General (Woman),good,bansur,majra ahir,majra aheer,bansur,alwar,0.093939394,good,good
1876,alwar,General (Woman),good,neemrana,manjrikala,majri kalan,neemrana,alwar,0.093939394,good,good
1914,alwar,General (Woman),good,rajgarh,rajpurbada,rajpur bara,rajgarh,alwar,0.093939394,good,good
8863,alwar,SC,good,tijara,fakrudinka,fakrudeenka,tapukara,alwar,0.093939394,good,good
1943,alwar,OBC,good,neemrana,siryani,shriyani,neemrana,alwar,0.089285714,good,good
1932,alwar,General,good,govindgarh,samlakhurd,salema khurd,govindgarh,alwar,0.088888889,good,good
9918,alwar,General (Woman),bad,arain,nadanhedi,nandanhedi,alwar,alwar,0.088888889,good,good
1892,alwar,General (Woman),good,ramgarh,nanglabanjirka,nangla banjeerka,ramgarh,alwar,0.086309524,good,good
1733,alwar,General,good,ramgarh,bagadrajput,bagar rajput,ramgarh,alwar,0.085858586,good,good
1877,alwar,General,good,kathumar,mathuraheda,mathura hera,kathumar,alwar,0.085858586,good,good
8012,alwar,General (Woman),bad,arain,aklarpur,akbarpur,alwar,alwar,0.083333333,good,good
1739,alwar,General,good,malakhera,balletta,baleta,malakhera,alwar,0.083333333,good,good
1745,alwar,General (Woman),good,malakhera,barkheda,barkhera,malakhera,alwar,0.083333333,good,good
1846,alwar,SC (Woman),good,kathumar,khonkher,khonkhar,kathumar,alwar,0.083333333,good,good
1882,alwar,ST (Woman),good,rajgarh,motiwada,motiwara,rajgarh,alwar,0.083333333,good,good
1946,alwar,SC (Woman),good,kathumar,sonkheri,sonkhari,kathumar,alwar,0.083333333,good,good
7689,alwar,General (Woman),good,thanagazi,kolaheda,kolahera,thanagazi,alwar,0.083333333,good,good
1938,alwar,General (Woman),good,neemrana,shahajahanpur,shahjahanpur,neemrana,alwar,0.081196581,good,good
9353,alwar,OBC,good,thanagazi,kanpura lodge,kanpur louge,narayanpur,alwar,0.079059829,good,good
9436,alwar,SC (Woman),bad,mundwa,khanpur ahir,khanpur aheer,mandawar,alwar,0.079059829,good,good
1774,alwar,General (Woman),good,ramgarh,chorotipahad,choroti pahar,ramgarh,alwar,0.079059829,good,good
1802,alwar,General (Woman),good,thanagazi,gudhachurani,gurha churani,thanagazi,alwar,0.079059829,good,good
9463,alwar,OBC,bad,ratangarh,khedamangalsingh,khera mangal singh,lachhmangarh,alwar,0.076388889,good,good
8331,alwar,OBC,bad,arain,bhandwada,bhandwara,alwar,alwar,0.074074074,good,good
9414,alwar,General (Woman),bad,arain,kesar pur,kesharpur,alwar,alwar,0.074074074,good,good
9499,alwar,General (Woman),good,tijara,khiderpur,khidarpur,tapukara,alwar,0.074074074,good,good
10027,alwar,OBC,good,tijara,nimbaheda,nimbahedi,tapukara,alwar,0.074074074,good,good
10893,alwar,General,good,thanagazi,vijaipura,vijaypura,narayanpur,alwar,0.074074074,good,good
